FluorCam7 Numeric Export File
-----------------------------------
	Area 1	Area 2	Area 3	Area 4	Area 5	Area 6	Area 7	Area 8	Area 9	Area 10	Area 11	Area 12	Area 13	Area 14	Area 15	Area 16	Area 17	Area 18	Area 19	Area 20
NPQ_D3	0.56	0.50	0.91	0.86	0.78	0.53	0.59	0.76	0.54	0.78	0.85	0.57	0.75	0.61	0.51	0.53	0.50	0.85	0.51	0.58
NPQ_D4	0.32	0.31	0.53	0.50	0.48	0.31	0.35	0.46	0.32	0.46	0.51	0.34	0.50	0.35	0.30	0.32	0.27	0.56	0.32	0.31
qN_L1	0.58	0.59	0.38	0.40	0.42	0.59	0.55	0.38	0.61	0.41	0.39	0.61	0.41	0.62	0.62	0.63	0.65	0.40	0.60	0.64
qN_L2	0.66	0.66	0.53	0.57	0.56	0.66	0.64	0.55	0.68	0.57	0.55	0.68	0.55	0.66	0.65	0.68	0.69	0.56	0.66	0.69
qN_L3	0.68	0.69	0.60	0.61	0.61	0.68	0.68	0.60	0.69	0.61	0.60	0.70	0.60	0.68	0.67	0.70	0.70	0.61	0.68	0.70
qN_L4	0.70	0.70	0.63	0.63	0.65	0.69	0.68	0.62	0.70	0.64	0.62	0.71	0.63	0.69	0.68	0.71	0.72	0.65	0.69	0.71
qN_L5	0.71	0.70	0.64	0.66	0.67	0.70	0.70	0.64	0.71	0.65	0.64	0.72	0.65	0.70	0.69	0.73	0.73	0.67	0.70	0.72
qN_L6	0.71	0.71	0.67	0.68	0.68	0.71	0.71	0.67	0.72	0.67	0.66	0.74	0.67	0.70	0.70	0.73	0.73	0.69	0.71	0.74
qN_L7	0.72	0.72	0.70	0.70	0.70	0.71	0.72	0.69	0.73	0.69	0.68	0.73	0.69	0.72	0.71	0.73	0.74	0.71	0.71	0.73
qN_L8	0.72	0.72	0.72	0.72	0.72	0.71	0.72	0.71	0.73	0.71	0.70	0.75	0.72	0.72	0.71	0.74	0.74	0.73	0.72	0.74
qN_L9	0.73	0.74	0.74	0.75	0.74	0.72	0.74	0.74	0.73	0.73	0.73	0.75	0.73	0.74	0.72	0.74	0.75	0.76	0.72	0.74
qN_L10	0.73	0.73	0.75	0.76	0.75	0.72	0.74	0.75	0.75	0.75	0.75	0.76	0.75	0.73	0.72	0.74	0.75	0.78	0.73	0.75
qN_L11	0.74	0.73	0.77	0.77	0.76	0.72	0.75	0.76	0.74	0.76	0.76	0.76	0.77	0.74	0.72	0.75	0.75	0.78	0.73	0.75
qN_L12	0.74	0.74	0.78	0.78	0.77	0.73	0.75	0.77	0.75	0.76	0.77	0.76	0.77	0.75	0.72	0.76	0.76	0.79	0.74	0.76
qN_L13	0.74	0.74	0.79	0.79	0.78	0.73	0.76	0.78	0.74	0.77	0.78	0.77	0.78	0.75	0.73	0.75	0.76	0.80	0.75	0.75
qN_L14	0.75	0.74	0.79	0.79	0.78	0.73	0.76	0.78	0.75	0.78	0.79	0.76	0.79	0.76	0.73	0.76	0.77	0.81	0.74	0.76
qN_Lss	0.74	0.74	0.79	0.80	0.79	0.73	0.76	0.79	0.75	0.79	0.80	0.77	0.79	0.75	0.73	0.76	0.76	0.82	0.74	0.76
qN_D1	0.65	0.61	0.72	0.73	0.71	0.64	0.65	0.71	0.65	0.71	0.72	0.66	0.70	0.67	0.65	0.66	0.68	0.74	0.65	0.67
qN_D2	0.57	0.54	0.66	0.65	0.63	0.57	0.58	0.63	0.56	0.63	0.66	0.57	0.61	0.60	0.58	0.57	0.57	0.65	0.56	0.58
qN_D3	0.43	0.41	0.54	0.53	0.50	0.45	0.45	0.50	0.43	0.51	0.53	0.45	0.49	0.48	0.46	0.43	0.42	0.52	0.42	0.45
qN_D4	0.29	0.30	0.40	0.39	0.37	0.31	0.31	0.37	0.30	0.37	0.39	0.32	0.38	0.33	0.32	0.31	0.27	0.41	0.31	0.29
qP_L1	0.09	0.10	0.04	0.03	0.04	0.13	0.08	0.04	0.10	0.05	0.05	0.09	0.03	0.09	0.10	0.12	0.10	0.04	0.09	0.08
qP_L2	0.14	0.14	0.12	0.11	0.12	0.15	0.14	0.09	0.12	0.10	0.09	0.11	0.10	0.12	0.14	0.15	0.14	0.08	0.13	0.13
qP_L3	0.18	0.15	0.12	0.12	0.12	0.17	0.13	0.10	0.14	0.12	0.09	0.15	0.10	0.13	0.16	0.14	0.17	0.11	0.15	0.13
qP_L4	0.16	0.23	0.13	0.15	0.12	0.22	0.18	0.14	0.17	0.14	0.12	0.19	0.11	0.16	0.18	0.18	0.18	0.14	0.18	0.18
qP_L5	0.18	0.24	0.16	0.16	0.13	0.22	0.17	0.15	0.18	0.15	0.12	0.20	0.14	0.17	0.19	0.16	0.20	0.14	0.17	0.19
qP_L6	0.21	0.25	0.17	0.14	0.15	0.24	0.19	0.15	0.19	0.17	0.15	0.18	0.14	0.18	0.21	0.20	0.20	0.15	0.21	0.15
qP_L7	0.21	0.27	0.17	0.18	0.17	0.24	0.21	0.17	0.21	0.17	0.15	0.24	0.16	0.20	0.24	0.25	0.17	0.16	0.23	0.23
qP_L8	0.26	0.30	0.17	0.18	0.20	0.28	0.22	0.19	0.27	0.19	0.18	0.24	0.16	0.23	0.25	0.23	0.24	0.18	0.24	0.23
qP_L9	0.28	0.29	0.21	0.17	0.21	0.29	0.23	0.20	0.29	0.21	0.20	0.26	0.19	0.22	0.25	0.27	0.24	0.17	0.25	0.27
qP_L10	0.26	0.31	0.19	0.22	0.23	0.29	0.24	0.22	0.26	0.21	0.19	0.27	0.18	0.26	0.28	0.26	0.28	0.19	0.27	0.27
qP_L11	0.27	0.30	0.21	0.20	0.23	0.29	0.24	0.21	0.29	0.23	0.17	0.28	0.20	0.24	0.26	0.29	0.28	0.19	0.25	0.28
qP_L12	0.30	0.31	0.21	0.21	0.22	0.29	0.29	0.20	0.30	0.24	0.21	0.27	0.20	0.22	0.30	0.25	0.27	0.20	0.27	0.27
qP_L13	0.30	0.31	0.18	0.22	0.23	0.31	0.25	0.22	0.32	0.25	0.18	0.25	0.23	0.27	0.24	0.34	0.27	0.22	0.23	0.29
qP_L14	0.29	0.32	0.22	0.24	0.27	0.32	0.27	0.24	0.33	0.25	0.21	0.30	0.23	0.25	0.29	0.30	0.29	0.21	0.29	0.28
qP_Lss	0.32	0.34	0.26	0.22	0.28	0.32	0.27	0.25	0.32	0.25	0.21	0.31	0.25	0.30	0.29	0.30	0.30	0.21	0.31	0.31
qP_D1	0.98	0.99	0.94	0.95	0.97	0.97	0.97	0.95	0.97	0.95	0.95	0.99	0.95	0.97	0.98	0.99	0.98	0.98	0.97	1.00
qP_D2	1.00	1.01	0.98	0.98	0.99	1.01	1.01	0.98	1.01	0.98	0.99	1.01	0.99	1.02	1.01	1.02	1.02	1.00	1.00	1.03
qP_D3	1.00	1.01	0.97	0.99	0.99	1.00	1.00	0.99	1.00	0.98	0.99	1.00	0.99	1.00	0.99	1.01	1.01	1.00	1.00	1.01
qP_D4	1.01	1.00	0.98	0.99	1.00	0.99	1.00	0.99	1.01	0.99	1.00	0.99	1.02	1.01	1.00	1.02	1.00	1.01	0.99	1.00
qL_L1	0.26	0.27	0.21	0.16	0.17	0.32	0.24	0.20	0.26	0.22	0.22	0.24	0.13	0.23	0.21	0.31	0.23	0.19	0.23	0.20
qL_L2	0.36	0.35	0.48	0.38	0.44	0.33	0.37	0.35	0.29	0.34	0.33	0.27	0.37	0.27	0.28	0.35	0.31	0.30	0.32	0.30
qL_L3	0.44	0.35	0.42	0.39	0.41	0.36	0.34	0.34	0.32	0.38	0.32	0.34	0.35	0.29	0.30	0.31	0.36	0.38	0.33	0.31
qL_L4	0.40	0.50	0.44	0.47	0.39	0.44	0.44	0.45	0.38	0.45	0.37	0.42	0.39	0.35	0.34	0.40	0.37	0.45	0.39	0.41
qL_L5	0.43	0.51	0.52	0.49	0.40	0.45	0.42	0.47	0.39	0.46	0.39	0.43	0.45	0.37	0.36	0.35	0.40	0.44	0.38	0.42
qL_L6	0.49	0.54	0.52	0.42	0.46	0.47	0.45	0.45	0.41	0.50	0.45	0.39	0.43	0.39	0.38	0.42	0.41	0.46	0.45	0.34
qL_L7	0.48	0.55	0.49	0.52	0.49	0.47	0.49	0.49	0.43	0.48	0.44	0.51	0.48	0.42	0.42	0.51	0.36	0.46	0.47	0.49
qL_L8	0.59	0.60	0.49	0.48	0.56	0.53	0.51	0.51	0.54	0.52	0.49	0.50	0.46	0.46	0.44	0.47	0.48	0.50	0.49	0.47
qL_L9	0.61	0.58	0.55	0.46	0.56	0.54	0.52	0.52	0.58	0.53	0.52	0.52	0.52	0.45	0.43	0.53	0.47	0.46	0.50	0.55
qL_L10	0.57	0.62	0.50	0.55	0.58	0.55	0.52	0.56	0.53	0.51	0.48	0.54	0.47	0.50	0.47	0.52	0.52	0.49	0.53	0.56
qL_L11	0.58	0.61	0.54	0.49	0.58	0.54	0.52	0.52	0.57	0.55	0.43	0.55	0.50	0.46	0.45	0.56	0.53	0.48	0.50	0.56
qL_L12	0.63	0.62	0.51	0.50	0.54	0.54	0.61	0.48	0.58	0.56	0.50	0.52	0.51	0.44	0.50	0.48	0.50	0.49	0.52	0.54
qL_L13	0.64	0.60	0.43	0.51	0.56	0.58	0.53	0.53	0.62	0.57	0.42	0.49	0.55	0.51	0.42	0.64	0.50	0.52	0.45	0.57
qL_L14	0.62	0.62	0.51	0.55	0.64	0.58	0.57	0.56	0.62	0.58	0.49	0.57	0.55	0.48	0.48	0.57	0.54	0.50	0.56	0.55
qL_Lss	0.66	0.66	0.61	0.51	0.65	0.59	0.57	0.56	0.62	0.56	0.48	0.59	0.59	0.56	0.49	0.56	0.55	0.49	0.58	0.60
qL_D1	1.01	1.01	1.06	1.05	1.04	1.01	1.03	1.05	1.02	1.05	1.05	1.01	1.06	1.01	1.00	1.01	1.01	1.02	1.02	1.00
qL_D2	0.99	0.99	1.04	1.02	1.02	0.99	0.99	1.02	0.99	1.03	1.02	0.99	1.02	0.98	1.00	0.98	0.98	0.99	1.00	0.97
qL_D3	1.00	0.99	1.05	1.03	1.01	1.00	0.99	1.03	1.00	1.04	1.03	0.99	1.02	1.00	1.01	0.99	0.99	1.00	1.00	0.98
qL_D4	0.97	1.00	1.07	1.02	1.00	1.01	1.00	1.02	0.98	1.02	0.99	1.01	0.95	0.98	1.00	0.97	1.00	0.97	1.01	1.00
Rfd_L1	0.98	0.89	0.38	0.51	0.50	0.91	0.81	0.48	0.99	0.50	0.46	0.89	0.48	0.90	0.80	0.99	1.01	0.45	0.88	1.07
Rfd_L2	1.36	1.23	0.85	1.07	1.01	1.16	1.22	1.00	1.26	0.99	0.91	1.22	0.95	1.10	0.95	1.25	1.27	0.92	1.13	1.33
Rfd_L3	1.53	1.39	1.06	1.27	1.20	1.28	1.39	1.18	1.36	1.16	1.10	1.37	1.13	1.19	1.03	1.34	1.35	1.16	1.27	1.44
Rfd_L4	1.63	1.56	1.21	1.42	1.38	1.40	1.51	1.35	1.47	1.32	1.23	1.46	1.30	1.27	1.10	1.42	1.48	1.36	1.35	1.54
Rfd_L5	1.72	1.60	1.34	1.57	1.48	1.45	1.60	1.48	1.54	1.41	1.34	1.57	1.43	1.34	1.14	1.52	1.52	1.50	1.41	1.62
Rfd_L6	1.76	1.68	1.47	1.68	1.61	1.52	1.70	1.59	1.61	1.53	1.45	1.61	1.53	1.38	1.21	1.56	1.56	1.62	1.49	1.66
Rfd_L7	1.84	1.76	1.68	1.86	1.77	1.57	1.79	1.77	1.69	1.66	1.61	1.70	1.71	1.47	1.27	1.65	1.59	1.79	1.55	1.77
Rfd_L8	1.96	1.82	1.82	2.02	1.97	1.63	1.84	1.96	1.80	1.84	1.77	1.78	1.88	1.53	1.30	1.71	1.70	2.01	1.59	1.83
Rfd_L9	2.02	1.90	2.09	2.25	2.19	1.69	1.97	2.18	1.85	2.05	2.02	1.88	2.09	1.62	1.34	1.78	1.74	2.23	1.65	1.92
Rfd_L10	2.05	1.90	2.13	2.44	2.33	1.70	2.02	2.34	1.90	2.20	2.14	1.92	2.23	1.66	1.37	1.78	1.81	2.43	1.70	1.95
Rfd_L11	2.12	1.91	2.30	2.53	2.44	1.70	2.06	2.44	1.93	2.30	2.25	1.94	2.39	1.67	1.38	1.90	1.85	2.50	1.71	2.00
Rfd_L12	2.18	1.94	2.40	2.65	2.53	1.74	2.19	2.55	1.98	2.38	2.39	1.95	2.50	1.71	1.42	1.90	1.88	2.61	1.76	2.02
Rfd_L13	2.16	1.96	2.48	2.73	2.60	1.78	2.17	2.63	1.97	2.51	2.45	1.94	2.57	1.77	1.39	1.95	1.86	2.76	1.76	2.04
Rfd_L14	2.22	1.99	2.59	2.85	2.76	1.82	2.23	2.73	2.03	2.60	2.62	2.02	2.74	1.81	1.45	1.96	1.95	2.91	1.83	2.08
Rfd_Lss	2.26	2.04	2.70	2.92	2.82	1.83	2.26	2.86	2.02	2.67	2.67	2.07	2.82	1.84	1.47	1.97	1.95	3.00	1.86	2.13
