FluorCam7 Numeric Avg Export File
-----------------------------------
	Area 1	Area 2	Area 3	Area 4	Area 5	Area 6	Area 7	Area 8	Area 9	Area 10	Area 11	Area 12	Area 13	Area 14	Area 15	Area 16	Area 17	Area 18	Area 19	Area 20
NPQ_D3	0.65	0.66	0.69	0.73	0.63	0.66	0.68	0.66	0.54	0.69	0.72	0.66	0.62	0.79	0.63	0.68	0.55	0.78	0.64	0.74
NPQ_D4	0.43	0.42	0.46	0.46	0.47	0.42	0.42	0.43	0.34	0.47	0.48	0.40	0.41	0.48	0.42	0.41	0.35	0.52	0.38	0.43
qN_L1	0.55	0.61	0.39	0.40	0.37	0.59	0.54	0.38	0.55	0.40	0.39	0.60	0.38	0.59	0.57	0.61	0.57	0.36	0.61	0.62
qN_L2	0.65	0.67	0.53	0.54	0.51	0.65	0.63	0.53	0.64	0.54	0.53	0.66	0.52	0.67	0.63	0.68	0.64	0.52	0.66	0.67
qN_L3	0.67	0.67	0.56	0.58	0.55	0.67	0.66	0.57	0.66	0.57	0.57	0.68	0.55	0.69	0.66	0.70	0.68	0.55	0.69	0.70
qN_L4	0.68	0.68	0.58	0.59	0.57	0.68	0.68	0.58	0.66	0.58	0.59	0.69	0.57	0.70	0.68	0.71	0.67	0.57	0.69	0.71
qN_L5	0.70	0.69	0.60	0.61	0.59	0.69	0.69	0.59	0.67	0.58	0.61	0.69	0.58	0.70	0.69	0.71	0.68	0.58	0.70	0.71
qN_L6	0.69	0.69	0.61	0.61	0.60	0.70	0.69	0.60	0.66	0.60	0.62	0.70	0.59	0.72	0.69	0.72	0.68	0.59	0.70	0.71
qN_L7	0.71	0.70	0.63	0.65	0.62	0.71	0.70	0.64	0.68	0.63	0.64	0.72	0.62	0.72	0.69	0.72	0.69	0.61	0.71	0.72
qN_L8	0.72	0.71	0.65	0.67	0.64	0.72	0.72	0.65	0.69	0.64	0.67	0.72	0.64	0.73	0.72	0.73	0.71	0.63	0.71	0.72
qN_L9	0.72	0.73	0.68	0.69	0.66	0.72	0.72	0.67	0.71	0.68	0.69	0.73	0.67	0.74	0.72	0.74	0.70	0.67	0.74	0.74
qN_L10	0.74	0.74	0.70	0.71	0.68	0.74	0.73	0.70	0.72	0.71	0.71	0.74	0.69	0.75	0.72	0.75	0.71	0.71	0.75	0.75
qN_L11	0.74	0.74	0.72	0.73	0.70	0.74	0.73	0.72	0.73	0.72	0.73	0.75	0.71	0.76	0.73	0.76	0.71	0.73	0.75	0.75
qN_L12	0.74	0.75	0.74	0.74	0.71	0.75	0.75	0.73	0.73	0.73	0.75	0.75	0.72	0.77	0.73	0.76	0.70	0.75	0.75	0.76
qN_L13	0.75	0.74	0.74	0.75	0.71	0.75	0.75	0.74	0.74	0.75	0.75	0.75	0.73	0.77	0.74	0.76	0.71	0.76	0.77	0.76
qN_L14	0.75	0.76	0.76	0.77	0.73	0.76	0.76	0.75	0.74	0.76	0.77	0.77	0.74	0.78	0.75	0.77	0.72	0.76	0.77	0.77
qN_Lss	0.76	0.77	0.77	0.76	0.74	0.77	0.77	0.75	0.74	0.77	0.78	0.77	0.76	0.78	0.76	0.77	0.73	0.78	0.78	0.78
qN_D1	0.68	0.68	0.67	0.70	0.63	0.69	0.67	0.66	0.63	0.67	0.68	0.69	0.66	0.72	0.66	0.70	0.65	0.69	0.68	0.71
qN_D2	0.59	0.62	0.59	0.62	0.55	0.61	0.60	0.58	0.53	0.59	0.61	0.60	0.56	0.65	0.58	0.61	0.57	0.62	0.59	0.63
qN_D3	0.46	0.48	0.47	0.49	0.45	0.48	0.49	0.46	0.42	0.47	0.49	0.48	0.44	0.52	0.47	0.48	0.43	0.50	0.47	0.50
qN_D4	0.35	0.36	0.36	0.37	0.37	0.35	0.36	0.35	0.31	0.37	0.38	0.35	0.34	0.39	0.36	0.35	0.32	0.39	0.33	0.35
qP_L1	0.07	0.05	0.04	0.05	0.06	0.07	0.07	0.05	0.10	0.04	0.06	0.06	0.04	0.08	0.09	0.07	0.12	0.02	0.09	0.09
qP_L2	0.10	0.06	0.08	0.12	0.09	0.12	0.12	0.10	0.08	0.07	0.09	0.10	0.09	0.07	0.13	0.10	0.12	0.08	0.12	0.10
qP_L3	0.12	0.12	0.10	0.09	0.11	0.12	0.15	0.09	0.11	0.10	0.10	0.11	0.10	0.11	0.12	0.09	0.10	0.10	0.09	0.07
qP_L4	0.14	0.13	0.11	0.10	0.12	0.14	0.15	0.11	0.15	0.12	0.10	0.12	0.11	0.12	0.11	0.08	0.13	0.11	0.11	0.08
qP_L5	0.11	0.13	0.10	0.12	0.14	0.15	0.13	0.13	0.13	0.13	0.11	0.16	0.12	0.14	0.14	0.14	0.13	0.12	0.15	0.14
qP_L6	0.15	0.13	0.11	0.17	0.16	0.15	0.18	0.13	0.20	0.12	0.13	0.17	0.13	0.10	0.16	0.13	0.15	0.12	0.16	0.14
qP_L7	0.16	0.17	0.14	0.14	0.16	0.17	0.16	0.12	0.16	0.13	0.15	0.16	0.15	0.16	0.16	0.16	0.18	0.13	0.18	0.15
qP_L8	0.16	0.14	0.12	0.13	0.14	0.17	0.14	0.13	0.16	0.15	0.13	0.17	0.15	0.15	0.13	0.17	0.10	0.17	0.20	0.19
qP_L9	0.22	0.16	0.13	0.15	0.18	0.20	0.18	0.17	0.16	0.18	0.14	0.17	0.17	0.17	0.17	0.16	0.21	0.17	0.15	0.16
qP_L10	0.19	0.15	0.14	0.15	0.16	0.18	0.21	0.16	0.20	0.16	0.17	0.16	0.17	0.17	0.19	0.17	0.20	0.18	0.17	0.15
qP_L11	0.20	0.12	0.15	0.18	0.17	0.17	0.20	0.15	0.16	0.17	0.17	0.18	0.16	0.18	0.20	0.17	0.16	0.14	0.13	0.18
qP_L12	0.23	0.16	0.15	0.19	0.19	0.18	0.21	0.21	0.22	0.19	0.19	0.21	0.19	0.18	0.21	0.18	0.26	0.17	0.23	0.19
qP_L13	0.26	0.25	0.16	0.18	0.23	0.21	0.19	0.20	0.21	0.20	0.19	0.22	0.22	0.22	0.18	0.20	0.26	0.19	0.15	0.19
qP_L14	0.21	0.21	0.14	0.18	0.19	0.20	0.22	0.18	0.18	0.20	0.20	0.20	0.18	0.20	0.20	0.22	0.21	0.22	0.20	0.22
qP_Lss	0.22	0.17	0.17	0.23	0.20	0.20	0.21	0.21	0.23	0.19	0.19	0.19	0.20	0.20	0.19	0.21	0.22	0.20	0.17	0.19
qP_D1	0.95	0.93	0.92	0.91	0.90	0.94	0.92	0.91	0.91	0.93	0.91	0.93	0.91	0.95	0.94	0.97	0.91	0.95	0.93	0.96
qP_D2	0.98	0.97	0.96	0.96	0.94	0.98	0.96	0.96	0.94	0.96	0.96	0.98	0.95	0.98	0.98	1.00	0.92	0.98	0.98	1.00
qP_D3	0.99	0.98	0.97	0.97	0.96	0.99	0.97	0.96	0.96	0.98	0.97	0.98	0.96	0.98	0.98	1.00	0.95	0.98	0.97	0.99
qP_D4	1.00	0.97	0.98	0.98	0.98	1.00	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.99	0.98	1.00	0.97	1.00	0.98	0.99
qL_L1	0.24	0.17	0.21	0.23	0.26	0.22	0.23	0.22	0.31	0.18	0.26	0.18	0.20	0.24	0.27	0.22	0.33	0.11	0.26	0.29
qL_L2	0.30	0.17	0.33	0.41	0.33	0.32	0.32	0.39	0.22	0.27	0.33	0.28	0.35	0.21	0.35	0.26	0.32	0.33	0.33	0.29
qL_L3	0.35	0.31	0.38	0.32	0.38	0.33	0.38	0.33	0.29	0.37	0.33	0.30	0.38	0.30	0.32	0.25	0.26	0.38	0.24	0.21
qL_L4	0.40	0.35	0.41	0.34	0.40	0.36	0.38	0.38	0.38	0.41	0.33	0.31	0.38	0.32	0.28	0.22	0.33	0.41	0.28	0.22
qL_L5	0.31	0.34	0.37	0.39	0.44	0.39	0.33	0.43	0.33	0.46	0.36	0.40	0.42	0.35	0.35	0.36	0.31	0.44	0.37	0.38
qL_L6	0.41	0.34	0.37	0.53	0.49	0.38	0.44	0.44	0.50	0.41	0.40	0.42	0.44	0.26	0.39	0.34	0.37	0.44	0.40	0.38
qL_L7	0.44	0.43	0.48	0.43	0.49	0.41	0.40	0.40	0.41	0.43	0.45	0.40	0.48	0.39	0.40	0.38	0.41	0.45	0.43	0.39
qL_L8	0.42	0.35	0.40	0.39	0.41	0.40	0.34	0.39	0.40	0.48	0.38	0.41	0.45	0.38	0.31	0.41	0.24	0.56	0.47	0.47
qL_L9	0.56	0.38	0.40	0.42	0.50	0.46	0.42	0.49	0.39	0.52	0.39	0.40	0.50	0.40	0.40	0.37	0.48	0.54	0.35	0.41
qL_L10	0.48	0.36	0.42	0.42	0.44	0.42	0.48	0.45	0.47	0.45	0.45	0.39	0.48	0.39	0.44	0.40	0.46	0.52	0.39	0.38
qL_L11	0.51	0.29	0.42	0.46	0.46	0.40	0.45	0.42	0.37	0.46	0.45	0.41	0.43	0.42	0.45	0.38	0.38	0.41	0.30	0.44
qL_L12	0.56	0.38	0.41	0.49	0.50	0.41	0.46	0.54	0.51	0.49	0.47	0.46	0.50	0.41	0.47	0.41	0.56	0.46	0.51	0.46
qL_L13	0.61	0.55	0.44	0.45	0.57	0.48	0.43	0.51	0.49	0.51	0.47	0.49	0.56	0.48	0.41	0.45	0.56	0.50	0.34	0.45
qL_L14	0.50	0.47	0.36	0.45	0.49	0.45	0.48	0.46	0.43	0.50	0.47	0.43	0.47	0.44	0.44	0.47	0.47	0.56	0.43	0.51
qL_Lss	0.51	0.38	0.45	0.55	0.50	0.45	0.45	0.52	0.52	0.47	0.44	0.42	0.50	0.44	0.42	0.46	0.48	0.51	0.37	0.44
qL_D1	1.05	1.05	1.10	1.08	1.11	1.04	1.05	1.10	1.08	1.09	1.09	1.05	1.11	1.03	1.04	1.03	1.05	1.07	1.05	1.03
qL_D2	1.03	1.03	1.08	1.06	1.09	1.02	1.04	1.07	1.08	1.06	1.06	1.03	1.09	1.02	1.03	1.00	1.07	1.04	1.03	0.99
qL_D3	1.03	1.03	1.08	1.06	1.08	1.02	1.04	1.08	1.07	1.06	1.07	1.03	1.10	1.03	1.04	1.00	1.07	1.05	1.04	1.02
qL_D4	1.01	1.06	1.07	1.06	1.05	0.99	1.03	1.09	1.05	1.04	1.06	1.04	1.05	1.02	1.03	1.00	1.05	1.01	1.04	1.01
Rfd_L1	0.95	1.03	0.50	0.57	0.50	0.98	0.86	0.53	0.86	0.51	0.56	1.02	0.53	1.01	0.93	1.06	0.95	0.41	1.04	1.18
Rfd_L2	1.39	1.29	0.93	1.02	0.88	1.30	1.26	0.97	1.16	0.90	0.93	1.32	0.94	1.31	1.19	1.37	1.21	0.85	1.27	1.43
Rfd_L3	1.56	1.40	1.07	1.13	1.03	1.43	1.42	1.10	1.26	1.06	1.08	1.46	1.08	1.47	1.32	1.50	1.33	0.99	1.38	1.55
Rfd_L4	1.63	1.49	1.14	1.20	1.12	1.51	1.51	1.15	1.37	1.13	1.18	1.51	1.15	1.56	1.39	1.55	1.38	1.07	1.43	1.60
Rfd_L5	1.71	1.51	1.19	1.29	1.20	1.57	1.57	1.22	1.38	1.18	1.26	1.61	1.20	1.61	1.46	1.64	1.41	1.12	1.53	1.72
Rfd_L6	1.74	1.54	1.25	1.37	1.28	1.62	1.65	1.30	1.46	1.24	1.35	1.66	1.29	1.65	1.51	1.67	1.44	1.16	1.57	1.76
Rfd_L7	1.85	1.65	1.39	1.51	1.37	1.71	1.69	1.44	1.50	1.38	1.48	1.76	1.42	1.74	1.55	1.76	1.55	1.29	1.62	1.85
Rfd_L8	1.95	1.68	1.48	1.60	1.45	1.74	1.77	1.54	1.56	1.48	1.58	1.81	1.52	1.80	1.62	1.83	1.52	1.43	1.69	1.92
Rfd_L9	2.12	1.83	1.66	1.78	1.62	1.86	1.86	1.71	1.65	1.71	1.75	1.87	1.72	1.93	1.69	1.92	1.62	1.69	1.79	1.97
Rfd_L10	2.16	1.90	1.83	1.94	1.72	1.92	1.96	1.88	1.79	1.88	1.95	1.93	1.89	2.00	1.75	1.99	1.66	1.91	1.87	2.07
Rfd_L11	2.18	1.86	1.94	2.12	1.83	1.95	1.98	2.02	1.79	1.99	2.08	2.02	2.00	2.09	1.81	2.03	1.64	2.01	1.85	2.16
Rfd_L12	2.27	2.00	2.12	2.22	1.93	2.04	2.09	2.19	1.89	2.13	2.26	2.12	2.13	2.17	1.88	2.11	1.75	2.21	2.02	2.21
Rfd_L13	2.42	2.14	2.21	2.25	2.07	2.13	2.09	2.26	1.94	2.27	2.34	2.17	2.32	2.28	1.91	2.15	1.78	2.43	2.02	2.23
Rfd_L14	2.28	2.21	2.32	2.45	2.08	2.17	2.22	2.36	1.88	2.35	2.47	2.27	2.32	2.31	1.98	2.23	1.79	2.49	2.13	2.37
Rfd_Lss	2.43	2.19	2.44	2.50	2.21	2.21	2.25	2.44	2.03	2.44	2.55	2.28	2.49	2.38	2.03	2.26	1.82	2.59	2.11	2.39
