ID,LL_Total_RPKM,HL_Total_RPKM,LL_Total_logCPM,HL_Total_logCPM,Total_PValue,Total_FDR,LL_Ribo_RPKM,HL_Ribo_RPKM,LL_Ribo_log2CPM,HL_Ribo_log2CPM,Ribo_PValue,Ribo_FDR,TotalFC,RiboFC,TE0,TE10,FcPoly,FcT10,rTE10
AT3G07568,1.253868981,1.584046304,2.218110608,2.396248105,0.790551206,1,0.831701903,0.680018796,1.927139383,1.816418706,1,1,1.263326813,0.81762323,0.66330846,0.429292246,0.81762323,1.263326813,0.647198509
AT3G07630,2.782997227,3.15686301,2.727883333,2.848340103,0.838851214,1,3.255998295,2.904966032,3.126374582,3.006265598,0.860086497,1,1.134339258,0.892189052,1.169961027,0.920206554,0.892189052,1.134339258,0.786527527
AT3G07650,2.256346284,1.107229061,4.220458912,3.369434667,0.009889578,1,1.988330816,1.151655903,4.056233824,3.404320795,0.044142392,1,0.490717701,0.57920739,0.88121705,1.040124346,0.57920739,0.490717701,1.180327078
AT3G07660,2.114037927,1.73797624,2.961065303,2.769007679,0.845051765,1,4.915037819,4.457002965,3.901933138,3.783063586,0.80441884,1,0.822112138,0.906809495,2.324952526,2.564478652,0.906809495,0.822112138,1.103024093
AT3G07730,0.772637024,1.245345451,2.098145154,2.452907275,0.581095594,1,0.8222588,0.541123744,2.117302145,1.85958373,1,1,1.611811772,0.658094196,1.064223917,0.43451698,0.658094196,1.611811772,0.408294695
AT3G07770,1.2774818,1.74843897,2.71406822,3.021749043,0.557281393,1,2.464728271,2.084604766,3.382102405,3.196443026,0.755308297,1,1.368660571,0.845774681,1.929364685,1.192266245,0.845774681,1.368660571,0.61795795
AT3G07780,2.900630591,2.58920573,3.207432436,3.086710067,0.864203809,1,8.72040582,6.893642426,4.52519014,4.223154268,0.31527012,1,0.892635463,0.790518534,3.006382766,2.662454492,0.790518534,0.892635463,0.885600637
AT3G07790,7.14093355,6.512676356,4.287852157,4.171502474,0.828540444,1,6.995107838,7.015866936,4.256565063,4.260329922,1,1,0.9120203,1.002967659,0.979578901,1.077263256,1.002967659,0.9120203,1.099720763
AT3G07860,4.54083462,2.270165397,3.553819886,2.814899628,0.065323604,1,10.47779703,10.87535592,4.396004659,4.444055485,0.923401284,1,0.499944523,1.037942984,2.307460612,4.790556642,1.037942984,0.499944523,2.076116323
AT3G07870,3.31357605,2.624131559,3.048217163,2.814702062,0.701171261,1,1.479523727,1.10689165,2.951496407,2.668357702,0.557281393,1,0.791933403,0.74814052,0.446503628,0.42181256,0.74814052,0.791933403,0.944701305
AT3G07910,3.165487117,3.926131204,3.065841255,3.296551313,0.607691548,1,2.160378115,2.423775388,2.677274204,2.782110914,1,1,1.240292902,1.121921839,0.682478884,0.61734447,1.121921839,1.240292902,0.904562009
AT3G07950,6.045461218,5.215749226,3.305602346,3.1457351,0.867978073,1,5.935550171,5.051462697,3.275322788,3.10048744,0.742904669,1,0.862754559,0.851052144,0.981819245,0.968501835,0.851052144,0.862754559,0.986435986
AT3G08000,0.550371741,0.350310951,1.932317561,1.712163809,0.687515258,1,3.835052257,3.215801999,4.005539291,3.790080905,0.476943199,1,0.636498797,0.83852886,6.968112589,9.179850044,0.83852886,0.636498797,1.317408398
AT3G08010,2.766189191,2.316998527,4.572157314,4.343663544,0.426540753,1,3.998423983,3.699608264,5.056516978,4.95236239,0.691301932,1,0.837613904,0.925266625,1.445462948,1.596724478,0.925266625,0.837613904,1.104645733
AT3G08510,25.25703533,22.40524002,5.879873782,5.714344661,0.492239928,1,33.55355305,24.93313007,6.274121192,5.860657963,0.039240354,0.989021178,0.887089072,0.743084645,1.328483435,1.112825841,0.743084645,0.887089072,0.837666328
AT3G08520,29.83815221,33.90951946,6.739791552,6.920623744,0.419265415,1,0.876518535,3.217096275,2.415242017,3.758670623,0.001068788,0.102306184,1.136448371,3.670311746,0.029375765,0.094872954,3.670311746,1.136448371,3.229633516
AT3G08530,10.4662364,9.249779965,4.646900784,4.486195858,0.569569584,1,20.27775752,14.07053254,5.532488484,5.036052904,0.014845693,0.587323676,0.88377327,0.693889969,1.937445013,1.521174838,0.693889969,0.88377327,0.78514478
AT3G08580,27.05135492,25.19926476,6.743548735,6.64361992,0.675258617,1,40.73929247,40.01260866,7.323238355,7.297571412,0.836536373,1,0.931534292,0.982162581,1.505998224,1.587848258,0.982162581,0.931534292,1.054349356
AT3G08590,5.755667248,7.026347295,3.676147342,3.915570759,0.519162868,1,11.55432977,9.428525274,4.538873868,4.276861364,0.320125423,1,1.220770241,0.816016633,2.007470076,1.341881475,0.816016633,1.220770241,0.668444073
AT3G08610,8.281156663,10.30455593,4.504761768,4.790761251,0.267637896,1,3.567803293,4.79503889,3.464600136,3.81334861,0.410305385,1,1.24433776,1.343975129,0.430833933,0.465331929,1.343975129,1.24433776,1.080072607
AT3G08630,2.406330594,1.870357987,2.758202089,2.530506749,0.823831619,1,3.247674077,3.190505959,3.04407503,3.025523684,1,1,0.777265598,0.982397212,1.349637529,1.705826361,0.982397212,0.777265598,1.26391444
AT3G08640,7.249897473,5.906477141,3.729385149,3.490264596,0.576008571,1,10.63928726,8.857710515,4.194308594,3.965335892,0.428500856,1,0.814698023,0.832547359,1.467508651,1.499660509,0.832547359,0.814698023,1.021909144
AT3G08650,4.353472284,3.185098738,3.92884053,3.55680953,0.289467933,1,7.096490988,5.824337796,4.541616129,4.286901315,0.37334087,1,0.731622606,0.820734896,1.630076069,1.828620798,0.820734896,0.731622606,1.121800898
AT3G08690,1.740481637,2.553375361,2.737994559,3.120815459,0.345039098,1,2.751614279,2.528636262,3.189864438,3.099141793,1,1,1.46705102,0.918964653,1.580949905,0.990311217,0.918964653,1.46705102,0.626402655
AT3G08710,1.534513133,1.769072537,2.945993203,3.092158822,0.855570809,1,1.335909124,1.530784687,2.764559681,2.898507615,1,1,1.152855912,1.145874865,0.87057523,0.865303516,1.145874865,1.152855912,0.993944563
AT3G08730,5.454389655,7.694776902,3.488870129,3.895387227,0.229017945,1,4.511377,4.221256721,3.441745944,3.366337945,0.880438626,1,1.410749394,0.935691413,0.827109408,0.548587279,0.935691413,1.410749394,0.663258419
AT3G08740,15.86162078,17.74277046,4.729846714,4.878041911,0.543519477,1,15.99650666,18.7945406,4.737547817,4.951586886,0.505917445,1,1.11859757,1.174915311,1.008503915,1.0592788,1.174915311,1.11859757,1.05034674
AT3G08760,2.825176446,2.226958613,3.379597339,3.120607422,0.511503816,1,4.126019164,3.199044596,3.813430035,3.51206947,0.349902195,1,0.7882547,0.775334401,1.460446539,1.436508329,0.775334401,0.7882547,0.983608979
AT3G08850,1.332432888,0.981088441,3.006264215,2.707240593,0.557281393,1,3.960198869,2.809161087,4.264263483,3.836814798,0.212973309,1,0.736313588,0.70934849,2.97215635,2.863310757,0.70934849,0.736313588,0.963378241
AT3G08930,3.019198694,2.643329139,3.171869027,3.032162784,0.860086497,1,7.098193857,5.565541739,3.952955751,3.658934409,0.450195599,1,0.87550685,0.784078577,2.35101912,2.105504629,0.784078577,0.87550685,0.895571036
AT3G08940,389.2435764,357.4429153,9.592201445,9.469630497,0.609350232,1,519.6508746,465.0967935,10.00791606,9.84827487,0.09910865,1,0.918301385,0.895017821,1.335027489,1.301177821,0.895017821,0.918301385,0.974644965
AT3G08970,0.07249895,0.566693672,1.38185518,2.16446079,0.125021362,1,0.182722252,0.665057049,1.56396864,2.259595201,0.179719542,1,7.816577647,3.639715698,2.520343426,1.173574158,3.639715698,7.816577647,0.465640573
AT3G09020,1.647912728,0.962141292,2.553455115,2.136636233,0.424003886,1,1.946045409,0.519718111,2.626711065,1.725878721,0.09231925,1,0.583854518,0.267063712,1.180915334,0.54016818,0.267063712,0.583854518,0.457414825
AT3G09035,7.70372341,5.821603565,3.638459357,3.319073918,0.461559737,1,7.180547125,5.998403808,3.548190617,3.342637471,0.658858465,1,0.755686991,0.835368629,0.932087867,1.030369681,0.835368629,0.755686991,1.105442649
AT3G09050,10.43023621,11.83219591,3.700526011,3.851497229,0.794940421,1,9.615798834,7.904631607,3.596894665,3.371427442,0.560215519,1,1.134413035,0.822046274,0.92191573,0.668061251,0.822046274,1.134413035,0.724644595
AT3G09085,1.962322538,1.656395115,2.926645304,2.761583392,0.838851214,1,3.138144966,3.117244948,2.79659183,2.790078932,1,1,0.844099317,0.993340009,1.59919937,1.881945268,0.993340009,0.844099317,1.176804658
AT3G09160,0.100652783,0.204751084,1.514650726,1.76635821,0.625012207,1,0.063074661,0.123073475,1.374438352,1.539328706,1,1,2.034231721,1.951234823,0.626655907,0.601088271,1.951234823,2.034231721,0.95919988
AT3G09162,0.344748973,0.468121255,2.090583446,2.307237539,0.774436089,1,0.332260651,0.111578811,2.04313103,1.529485659,0.453151701,1,1.357861202,0.335817108,0.963775608,0.238354507,0.335817108,1.357861202,0.24731328
AT3G09180,1.740744339,1.499874337,2.699999176,2.565933394,0.823831619,1,2.349376643,2.68971234,2.979491659,3.121324087,0.860086497,1,0.861628157,1.144862127,1.349639111,1.793291794,1.144862127,0.861628157,1.328719491
AT3G09190,1.29319851,0.672059085,1.99305831,1.672755023,0.687515258,1,1.244721215,0.228613058,1.945196491,1.352961402,0.375020344,1,0.519687488,0.183666073,0.962513648,0.340168094,0.183666073,0.519687488,0.353416385
AT3G09200,101.1083443,98.48768512,6.843758724,6.806727704,0.89255092,1,87.70328573,113.4844473,6.642355746,7.006599259,0.011702299,0.512307819,0.974080683,1.293958902,0.86741887,1.15227043,1.293958902,0.974080683,1.328389859
AT3G09210,6.698772296,7.681667694,4.202762722,4.376729027,0.598680239,1,7.517795025,8.09573172,4.344323156,4.439673722,0.617586309,1,1.146727692,1.076875825,1.122264602,1.053902882,1.076875825,1.146727692,0.939085916
AT3G09250,2.558517876,3.182057934,2.783419623,2.999047911,0.701171261,1,3.458147836,3.29181763,3.073525041,3.021861472,1,1,1.243711433,0.951901939,1.351621526,1.034493305,0.951901939,1.243711433,0.765372026
AT3G09270,0.394751817,0.754508836,1.649639924,1.953410631,0.687515258,1,0.241187552,0.292389155,1.462402709,1.516177349,1,1,1.911349875,1.212289575,0.610985286,0.387522506,1.212289575,1.911349875,0.634258328
AT3G09300,4.71763847,4.198759712,3.35245253,3.224471882,0.871454426,1,6.553356051,5.848941044,3.723925275,3.58931669,0.787799422,1,0.890013031,0.892510799,1.389117901,1.393016377,0.892510799,0.890013031,1.00280644
AT3G09350,1.111947147,10.15923108,2.450873712,4.953726261,9.43E-15,8.22E-12,2.005829803,7.58772896,2.985706137,4.564841892,0.00000106,0.000350047,9.136433424,3.78283788,1.803889518,0.746880241,3.78283788,9.136433424,0.414038794
AT3G09390,172.2620092,178.0098474,8.676693743,8.723785675,0.841534882,1,136.1172153,119.8854936,8.338721539,8.156847876,0.176628135,1,1.033366836,0.880751882,0.790175477,0.673476751,0.880751882,1.033366836,0.852312898
AT3G09440,22.56831569,86.8368191,6.071177943,7.97772306,4.35E-16,3.96E-13,117.9915192,263.7323265,7.130455647,8.277589001,6.08E-12,4.71E-09,3.847731496,2.235180361,5.228193403,3.03710257,2.235180361,3.847731496,0.580908612
AT3G09500,20.88597936,24.42069421,6.075276965,6.293728206,0.321821441,1,11.59347408,17.99486478,5.263427935,5.866862609,0.003008051,0.217352183,1.169238645,1.552154657,0.555084053,0.736869502,1.552154657,1.169238645,1.327491751
AT3G09570,2.877259109,2.523980803,3.298701829,3.15676216,0.867978073,1,5.726813659,5.028271496,4.105155328,3.943591604,0.644666582,1,0.877217069,0.878022544,1.990371198,1.992198788,0.878022544,0.877217069,1.000918216
AT3G09580,1.898632423,1.533316344,3.092171575,2.874876767,0.711136919,1,3.679213572,3.322168875,3.839391768,3.711775377,0.644865856,1,0.807589887,0.902956246,1.937822997,2.166655882,0.902956246,0.807589887,1.118087609
AT3G09630,26.84883287,24.78038347,5.735809998,5.625544746,0.656177106,1,39.68392426,35.04392355,6.278086455,6.104231299,0.316251711,1,0.92295943,0.883076062,1.478050255,1.414180034,0.883076062,0.92295943,0.956787518
AT3G09650,3.187569892,2.418183117,3.271854613,2.980036955,0.486968114,1,4.97353009,4.868460892,3.775787636,3.75010841,1,1,0.758629049,0.978874321,1.560288953,2.01327222,0.978874321,0.758629049,1.290320114
AT3G09690,1.158824641,0.954063662,2.424994024,2.272973299,0.790551206,1,0.412214467,0.365014105,2.112003537,2.031045631,1,1,0.823302878,0.88549562,0.355717727,0.382588835,0.88549562,0.823302878,1.075540538
AT3G09700,0.317544421,0.506460259,1.970030225,2.28153989,0.548864837,1,0.427839485,0.753456786,1.80114509,2.142503626,0.507844541,1,1.594927278,1.761073516,1.347337433,1.487691823,1.761073516,1.594927278,1.10417167
AT3G09730,0.384551038,0.713773258,1.542832735,1.770941319,0.625012207,1,0.646640895,0.457746757,1.697308932,1.563941684,1,1,1.856121002,0.707884021,1.681547652,0.641305557,0.707884021,1.856121002,0.381378165
AT3G09735,3.312747815,3.725983283,3.697238068,3.837791624,0.694141869,1,2.027108998,2.437830798,3.133187132,3.335278042,0.627209888,1,1.124740998,1.202614561,0.611911655,0.654278512,1.202614561,1.124740998,1.069236885
AT3G09740,5.873194595,5.489286259,4.639168248,4.551051659,0.851005664,1,5.277018134,5.679820598,4.495575232,4.591390513,0.849684688,1,0.934633813,1.076331453,0.898491962,1.034710221,1.076331453,0.934633813,1.151607655
AT3G09770,3.562978475,2.243189721,3.000526988,2.561162149,0.307551371,1,10.85379711,7.612908282,4.288515321,3.846244982,0.145897539,1,0.629582732,0.701405066,3.04627075,3.393787075,0.701405066,0.629582732,1.114079264
AT3G09840,31.06708895,28.00222175,6.56192193,6.416074026,0.530534642,1,37.31848268,35.09906234,6.819702805,6.733050556,0.521272661,1,0.901346817,0.940527584,1.201222385,1.253438483,0.940527584,0.901346817,1.043469135
AT3G09850,2.602316109,2.738281103,3.401137336,3.45872162,1,1,6.544726349,3.537217709,4.52169537,3.750012254,0.008882722,0.439872394,1.052247686,0.540468389,2.514962086,1.291765738,0.540468389,1.052247686,0.513632291
AT3G09860,9.103162572,10.88604344,4.706925168,4.943723906,0.344925789,1,8.423656572,8.177220807,4.602963941,4.562401819,0.798694781,1,1.195852909,0.970744799,0.925354953,0.75116555,0.970744799,1.195852909,0.811759366
AT3G09880,5.784450887,5.274021699,3.263291497,3.163517673,0.867978073,1,1.922505623,2.019494553,3.259111498,3.313655699,1,1,0.911758402,1.050449231,0.332357498,0.382913584,1.050449231,0.911758402,1.152113573
AT3G09900,14.90521118,16.66073285,3.369432226,3.495371876,0.880438626,1,4.358971253,5.103183216,2.952694467,3.117258388,0.860086497,1,1.117779054,1.170731101,0.292446125,0.306300045,1.170731101,1.117779054,1.047372553
AT3G09970,2.935606613,3.284199558,2.978540425,3.094419341,0.855570809,1,1.856834065,2.213005696,2.529537286,2.688733623,0.823831619,1,1.118746478,1.191816618,0.632521421,0.673834113,1.191816618,1.118746478,1.065314298
AT3G09980,1.451872656,1.908677469,3.504026999,3.825954043,0.341103752,1,2.466484583,1.729489291,4.135634973,3.700551778,0.148259728,1,1.31463146,0.701196068,1.698829834,0.906119195,0.701196068,1.31463146,0.533378433
AT3G10020,10.59135285,17.74380543,4.816449873,5.512400712,0.003964966,0.721948295,47.99231848,86.50689894,6.501877988,7.335783867,0.0006291,0.065264724,1.675310575,1.802515521,4.531273687,4.87532955,1.802515521,1.675310575,1.075929173
AT3G10080,2.745156818,2.430209907,3.517630296,3.379378227,0.766075572,1,2.585861485,2.299516251,3.440360613,3.30800315,0.760873362,1,0.885271796,0.889265053,0.941972228,0.946221248,0.889265053,0.885271796,1.00451077
AT3G10090,3.27198696,3.524810718,3.117412483,3.196730319,0.864203809,1,1.64369814,3.174458377,2.446636038,3.074010835,0.151669537,1,1.077269183,1.931290363,0.502354734,0.900603928,1.931290363,1.077269183,1.792764885
AT3G10190,1.262893847,1.815408078,2.470789564,2.796819318,0.503515049,1,1.316766642,0.556653124,2.48866728,1.879234268,0.266896839,1,1.437498553,0.422742425,1.042658213,0.306626995,0.422742425,1.437498553,0.294081983
AT3G10210,0.546190543,0.606031335,2.822703066,2.9249842,0.845051765,1,0.59150962,0.397359908,2.887628846,2.514527988,0.404961667,1,1.109560286,0.67177252,1.082973017,0.655675516,0.67177252,1.109560286,0.605440307
AT3G10220,3.784218963,4.83750768,2.579820653,2.806124587,0.663678546,1,3.644183512,5.3039786,2.529977355,2.882786747,0.404961667,1,1.278337149,1.455464189,0.962994887,1.096427944,1.455464189,1.278337149,1.138560504
AT3G10230,5.727380832,5.1059347,4.447260822,4.300201676,0.681975566,1,7.546385215,5.458814928,4.804046548,4.380848056,0.082706512,1,0.891495581,0.723368179,1.317597945,1.069111778,0.723368179,0.891495581,0.811409719
AT3G10260,5.766047922,5.153140832,4.078088818,3.939446656,0.724103829,1,5.231659965,4.107249402,3.951653683,3.659188149,0.450195599,1,0.893704128,0.785075756,0.907321624,0.797038066,0.785075756,0.893704128,0.878451527
AT3G10300,5.206323703,5.835384377,3.56083051,3.694348354,0.779857489,1,12.32976861,12.06680008,4.62588542,4.597658907,1,1,1.12082627,0.978672063,2.368229352,2.067867222,0.978672063,1.12082627,0.873170168
AT3G10330,1.281320671,1.55485275,2.468983909,2.637127207,0.814556582,1,2.194203605,1.499539019,2.954682144,2.588446704,0.424451333,1,1.213476677,0.68340924,1.7124547,0.9644251,0.68340924,1.213476677,0.563182839
AT3G10350,2.79755871,2.229681309,3.057592759,2.829622301,0.701171261,1,3.895538864,2.934931702,3.407466745,3.096309038,0.522530253,1,0.797009657,0.7534084,1.392477967,1.316300984,0.7534084,0.797009657,0.945293941
AT3G10380,2.185410144,1.898453211,3.173158871,3.025354241,0.860086497,1,3.755780829,2.603371371,3.782322461,3.354959196,0.211802097,1,0.868694243,0.693163816,1.718570237,1.371311843,0.693163816,0.868694243,0.797937619
AT3G10410,5.855361298,6.298061267,4.501727839,4.5964074,0.773182907,1,10.47791044,8.57737796,5.271704641,5.001557007,0.171573905,1,1.075605918,0.818615315,1.789455835,1.361907672,0.818615315,1.075605918,0.761073644
AT3G10420,3.242331312,2.890041228,3.52518755,3.394416967,0.766075572,1,4.605132328,4.621561691,3.935892237,3.940267087,1,1,0.891346673,1.00356762,1.420315164,1.599133482,1.00356762,0.891346673,1.12590045
AT3G10490,1.220814716,1.068957118,2.857118892,2.729945086,0.838851214,1,1.612506822,1.546750393,3.130054156,3.085748995,1,1,0.875609627,0.959220992,1.320844843,1.446971414,0.959220992,0.875609627,1.095489317
AT3G10500,0.934385185,0.673219243,2.378039184,2.136451142,0.774436089,1,0.818430427,0.885655073,2.255325507,2.316353854,1,1,0.720494346,1.082138498,0.875902615,1.315552225,1.082138498,0.720494346,1.501938917
AT3G10520,4.653353387,5.375584002,4.218935649,4.40262179,0.598680239,1,4.269408626,4.390393823,4.105167782,4.140246409,1,1,1.155206483,1.028337694,0.917490736,0.816728717,1.028337694,1.155206483,0.890176526
AT3G10525,2.895419879,2.23047215,3.597944648,3.30202275,0.451543691,1,4.663710979,3.283052363,4.170892178,3.73872656,0.194766696,1,0.770344974,0.70395708,1.610720094,1.471909148,0.70395708,0.770344974,0.913820566
AT3G10530,0.573505022,0.805807312,2.009948569,2.237277146,0.753926275,1,0.709617944,0.91526572,2.12514675,2.313521142,1,1,1.405057116,1.289800699,1.237335188,1.135836951,1.289800699,1.405057116,0.917970298
AT3G10572,0.914341717,0.690072944,2.402129019,2.189347319,0.790551206,1,0.639810678,1.04441062,2.114527845,2.495233182,0.424003886,1,0.754721054,1.632374476,0.699750067,1.513478581,1.632374476,0.754721054,2.162884509
AT3G10610,4.927068405,4.478762662,3.761222525,3.648206878,0.787799422,1,1.944564975,1.51178913,3.744920529,3.449785724,0.410305385,1,0.909011667,0.777443361,0.394669774,0.337546158,0.777443361,0.909011667,0.855262248
AT3G10620,4.738611164,4.095905377,2.932281802,2.789515932,0.845051765,1,2.306350675,2.433039971,2.826700156,2.879679559,1,1,0.864368321,1.05493063,0.486714481,0.594017622,1.05493063,0.864368321,1.220464244
AT3G10640,4.399044238,6.090527478,2.937779607,3.279826076,0.486968114,1,3.487685419,3.732362545,2.698150901,2.762615805,1,1,1.384511532,1.070154586,0.792827994,0.612814335,1.070154586,1.384511532,0.772947398
AT3G10650,2.675920022,2.140158818,2.702164776,2.503721006,0.823831619,1,8.913609258,7.76188647,4.015864251,3.845894206,0.630649157,1,0.799784299,0.870790523,3.331044719,3.626780594,0.870790523,0.799784299,1.088781719
AT3G10720,5.956749933,6.017782786,3.608222265,3.620133947,1,1,12.00553809,7.116312812,4.469353366,3.812307466,0.035933425,0.962891334,1.010245999,0.592752508,2.015451081,1.182547304,0.592752508,1.010245999,0.586740763
AT3G10740,1.293636384,1.161356278,3.063555509,2.953034198,0.855570809,1,2.379121921,1.659213753,3.738964978,3.321393767,0.262636015,1,0.897745528,0.697405937,1.839096326,1.428686256,0.697405937,0.897745528,0.77684145
AT3G10860,5.036403914,4.708003695,4.275656876,4.190437651,0.828540444,1,2.58209713,3.284121513,3.633391878,3.91958944,0.549404381,1,0.934794702,1.271881478,0.512686666,0.697561371,1.271881478,0.934794702,1.360599793
AT3G10870,0.857738341,0.609818246,2.418821345,2.162018505,0.790551206,1,0.977512457,0.602890876,2.477580631,2.105084947,0.424003886,1,0.710960694,0.6167603,1.139639457,0.988640271,0.6167603,0.710960694,0.867502669
AT3G10915,3.044901143,2.497562931,2.70497042,2.527901678,0.823831619,1,2.761912311,1.21255192,2.600039005,1.974927514,0.179615147,1,0.820244341,0.439026219,0.907061406,0.485494041,0.439026219,0.820244341,0.53523834
AT3G10920,12.78022049,15.50633221,4.769643647,5.026753919,0.283958175,1,16.36461359,16.83315251,5.09619975,5.134258809,1,1,1.213307096,1.028631224,1.280464105,1.085566353,1.028631224,1.213307096,0.84779132
AT3G10960,1.13489561,0.788494106,2.184594668,1.952268619,0.753926275,1,1.72692451,2.437115642,2.460065717,2.772879119,0.663678546,1,0.694772364,1.411246194,1.521659345,3.090848268,1.411246194,0.694772364,2.031235361
AT3G10985,12.22165291,10.18566796,4.895699833,4.655206563,0.335199244,1,13.35239066,12.61019347,5.011374145,4.934510836,0.702840792,1,0.833411653,0.944414659,1.092519216,1.23803304,0.944414659,0.833411653,1.133191089
AT3G11090,2.832290107,3.726952603,3.013886456,3.306357023,0.499682872,1,2.570288974,3.277919349,3.507705718,3.795225403,0.496807426,1,1.31587954,1.275311602,0.907494952,0.879517316,1.275311602,1.31587954,0.969170477
AT3G11110,0.796160431,0.980267513,2.328404755,2.496966648,0.80364495,1,0.48626248,0.323916184,1.965978113,1.747539886,0.7265803,1,1.231243698,0.666134438,0.610759416,0.330436518,0.666134438,1.231243698,0.541025663
AT3G11120,66.08074385,88.48315083,5.989021347,6.396852551,0.063740977,1,22.33495544,22.8447718,4.52011121,4.549478453,1,1,1.33901566,1.02282594,0.337994916,0.258182169,1.02282594,1.33901566,0.763864061
AT3G11130,11.84625528,10.59158779,4.499733764,4.355725507,0.688124034,1,22.29114337,15.38094389,5.337973395,4.838458067,0.02091575,0.731507391,0.894087417,0.690002466,1.881703783,1.452184903,0.690002466,0.894087417,0.771739376
AT3G11240,0.462119198,0.753424563,1.842293236,2.129937172,0.7265803,1,0.618226279,0.660470944,1.978833674,2.020237831,1,1,1.630368455,1.068332044,1.337806959,0.876625181,1.068332044,1.630368455,0.65527031
AT3G11250,2.821289638,3.455129576,3.468346206,3.703897216,0.576008571,1,3.908159956,3.807554096,3.844617718,3.812986951,1,1,1.224663193,0.974257487,1.38523883,1.102000377,0.974257487,1.224663193,0.795530961
AT3G11410,12.14467137,12.99292529,4.601460789,4.689794913,0.782759692,1,20.52721352,14.72603835,5.298644984,4.851713971,0.023368609,0.78757725,1.06984577,0.717391006,1.690223876,1.133388981,0.717391006,1.06984577,0.670555538
AT3G11470,0.402019943,0.556662223,1.844553333,2.027286262,0.7265803,1,0.416833459,0.50091997,1.835865873,1.938685573,1,1,1.384663206,1.201726875,1.036847714,0.899863417,1.201726875,1.384663206,0.86788388
AT3G11490,2.878238477,2.530223646,2.947826711,2.820635451,0.845051765,1,3.97705171,2.267710824,3.278551004,2.701685574,0.215446919,1,0.879087562,0.570198979,1.381765876,0.896249163,0.570198979,0.879087562,0.64862592
AT3G11500,2.794736544,4.310499668,3.216476489,3.708454794,0.184089091,1,2.570117971,1.66635538,3.120272571,2.677909133,0.278176653,1,1.542363511,0.648357546,0.919627997,0.386580561,0.648357546,1.542363511,0.420366237
AT3G11510,20.7724344,22.48297803,5.97735911,6.087583705,0.635134459,1,14.6083952,17.96661357,5.490462161,5.774911325,0.265210967,1,1.082346806,1.229882771,0.703258699,0.799120719,1.229882771,1.082346806,1.136311175
AT3G11530,1.800229214,2.258914142,2.418473541,2.612199854,0.814556582,1,2.478692225,3.127277183,2.681337466,2.907050722,0.690098488,1,1.254792514,1.261664176,1.376875903,1.384416134,1.261664176,1.254792514,1.005476333
AT3G11560,5.931470354,5.566541465,3.819309852,3.743232151,0.897471878,1,9.902976458,7.324962161,4.455488037,4.071884673,0.208511338,1,0.938475813,0.739672783,1.669565195,1.315891062,0.739672783,0.938475813,0.788163928
AT3G11600,1.945276281,2.457369014,2.967928368,3.212612344,0.596711335,1,1.720439259,1.639534618,2.832128792,2.785064611,1,1,1.263249358,0.952974428,0.884418977,0.667191052,0.952974428,1.263249358,0.754383464
AT3G11630,164.5739422,158.5103659,6.230288715,6.177876966,0.86148352,1,246.641099,203.7446531,6.798289506,6.528582818,0.094348104,1,0.963155915,0.826077462,1.498664343,1.285371161,0.826077462,0.963155915,0.857677816
AT3G11650,5.520961966,4.411320401,3.069131211,2.842838952,0.711136919,1,7.137735949,4.603677548,3.336270824,2.871370449,0.310643089,1,0.799013003,0.644977284,1.292842804,1.043605345,0.644977284,0.799013003,0.807217507
AT3G11660,2.055896672,1.740960606,3.047554469,2.879423134,0.850588061,1,9.5255581,7.003445263,4.895928674,4.491128994,0.078161019,1,0.846813281,0.735226765,4.633286405,4.022747694,0.735226765,0.846813281,0.868227721
AT3G11670,4.633727693,5.3774829,3.60502886,3.781054014,0.689014788,1,7.036829189,5.768024713,4.104516802,3.858807555,0.41626661,1,1.160509045,0.81969088,1.518610858,1.072625394,0.81969088,1.160509045,0.706320113
AT3G11690,4.373316371,5.23894381,3.023198553,3.213741108,0.728403201,1,5.395233315,6.787198437,3.23524363,3.49347119,0.551630895,1,1.197933871,1.25799906,1.233670939,1.295528008,1.25799906,1.197933871,1.050140655
AT3G11700,15.50581396,13.34327437,4.538071156,4.34464521,0.551036959,1,25.87984759,21.45692825,5.215245974,4.962855543,0.218926472,1,0.86053363,0.829097937,1.669041539,1.608070677,0.829097937,0.86053363,0.963469536
AT3G11710,1.611615787,1.953089934,3.13507192,3.343804919,0.742904669,1,4.050686263,3.015400444,4.208336474,3.841910325,0.248334705,1,1.211883099,0.74441718,2.513431735,1.543912746,0.74441718,1.211883099,0.614264842
AT3G11720,0.836512159,1.257153828,1.937549057,2.196845347,0.753926275,1,0.834593063,1.130488881,1.910381021,2.100841446,1,1,1.502851829,1.354539034,0.997705836,0.899244671,1.354539034,1.502851829,0.90131243
AT3G11730,2.937247516,3.29338498,3.422156673,3.55293927,0.883039688,1,1.763216512,2.039098918,2.867593905,3.015488607,1,1,1.121248707,1.156465417,0.600295516,0.619149881,1.156465417,1.121248707,1.031408473
AT3G11760,1.698178931,1.138981048,2.712010145,2.367982642,0.480747566,1,2.433402167,1.808254071,3.055211574,2.756591917,0.571676701,1,0.670707325,0.743097091,1.432948038,1.587606812,0.743097091,0.670707325,1.107930484
AT3G11770,4.70085884,4.211395245,2.779678519,2.676868413,0.831842009,1,5.945269663,6.882255802,2.999987026,3.154465396,0.864203809,1,0.895877836,1.157601958,1.264719887,1.634198502,1.157601958,0.895877836,1.292142646
